text,label
Diese Stelle wird schlimmer geworden stat verbessert. Jetzt da steht Fahrradverbot Verkehrszeichen und der Übergang über die Bahnbrücke ist seit Monate gespert..,Hindernis
"Anstatt wie früher einfach geradeaus von der Müller-Guttenbrunn-Straße weiter in die Linzer Straße stadtauswärts zu fahren, sind jetzt offenbar komplexe Fahrmanöver mit Seitenwechsel und Ampel-Warteze...",Hindernis
Der neue Radweg in der Viehmarkt kann an der Kreuzung mit der Landstraßer Hauptstraße auf dem Fahrrad weder befahren noch verlassen werden.,Hindernis
"Die extrem schmale Mölkerbastei ist fast immer unpassierbar, da beidseitig parkende Autos und Lieferwagen die Straße blockieren. Schade, denn diese clevere Abkürzung würde die Fahrt durch die alptraum...",Hindernis
"Die erst kürzlich neu asphaltierte Straße hier ist zu einem Flickenteppich aus Schlaglöchern und Pfützen geworden. Irgendwie hat die Stadt Wien es geschafft, Asphalt unangenehmer zu machen als Kopfste...",Hindernis
Kurz nach der Ampfel ist für GravelbikerInnen und RennradfahrerInnen ein ziemlich gefährlicher Kanaldeckel (Bodenwelle). Zudem ist hier noch kein Mehrzweckstreifen eingezeichnet. Was diese Stelle dadu..,Hindernis
Hier liegt seit geraumer Zeit ein demontiertes Verkehrs-Schild mitsamt Stange am Radweg herum. Ist nur eine frage der zeit bis sich jemand daran verletzt.,Hindernis
Sperre der Durchfahrt bei Freie Mitte aufgrund von Abrissarbeiten der ÖBB bis voraussichtlich Anfang,Hindernis
Beim neuen Radweg wurde eine Auffahrtsrampe vergessen. Wenn man von der Marianne-Hainisch-Gasse Richung Rennweg/Simmeringer Haupptstr. fährt und nach links in der Rinnböckstraße Richtung Simmering au..,Hindernis
bei dieser querung am neuen radweg hütteldorfer strasse fahren regelmässig autos auf den radweg um dann beim fließverkehr hütteldorfer zu warten. damit blockieren sie die durchfahrt am radweg,Hindernis
wenn man ueber die kreuzung bei der augartenbruecke faehrt also von wilhelm kienzel park in ruth maier park steht quasi mitten auf dem radweg ein radwegschild und eine radampel die den weg einengt!,Hindernis
"Mittlerweile ist dieser Weg wegen Umbauarbeiten komplett gesperrt. Für Ost-West-Routen (bei mir bisher entlang Kirchfeldgasse, Wundtgasse, Riedelgasse) muss man nun weiter nach Südwest bis zur Walter",Hindernis
"Ob eine provisorische Endhaltestelle ist, weiß ich nicht, aber die Situation in Hebragasse ist äußerst unangenehm. Es ragen einige Autos über die Parkflächen hinaus. Lösung wären Längsparkplätze.",Hindernis
"Wo die Zahnradbahn Straße in die Eroicagasse mündet sollte eine Gehsteigabschrägung gemacht werden das würde Radfahrern, Kinderwagen und Behinderten die Benutzung erleichtern.",Hindernis
Durchgang oft am oberen Ende mit Auto verparkt. Man kommt teilweise mit dem Kinderwagen kaum durch,Hindernis
"Bei der Einfahrt zum dortigen Geh- und Radweg ist nur eine kleine, versetzte Rampe, ansonsten nur ein hoher Randstein. Dieser sollte auf Straßenniveau abgeflacht werden.",Hindernis
"Seit kurzem leicht übersehbares Loch in der Fahrbahn, Durchmesser ca 15cm und tief genug, für einen Sturz!",Hindernis
"Hier ist ein breiter Schranken, an dem man kaum (bzw. nur mit Absteigen und daneben das Fahrrad schieben) kaum vorbeikommt. Mit Anhänger wäre es komplett unmöglich.",Hindernis
"Die hier einbiegenden Linienbusse haben gegenüber dem Radweg Vorrang. Trotzdem sollten die Randsteine komplett abgesenkt werden und nicht mehreren cm hoch sein, was zum Ruinieren von Felgen und Speichen beiträgt und ein Unfallrisiko sein kann.",Hindernis
"Hier Stehen seit Monaten Absperrgitter herum. Diese sind eine Gefahr, sollte man mal einem entgegenkommenden ausweichen müssen.",Hindernis
Der Geh- und Radweg wird beidseitig an einem Mast vorbeigeführt. In Fahrtrichtung Innenstadt verjüngt sich der Radweg auf 44 cm. Fährt gerade eine Straßenbahn wechseln viele Radler spontan auf die Gegenrichtung.,Hindernis
"Der kombinierte Fuß- und Radweg ist in einem schlechten Zustand. Ohnehin eher schmal für Fußgänger und Radfahrer zusammen ist der Asphalt sehr uneben, zahlreiche Löcher und Wellen der Bäume zieren fast die gesamte Länge des Radweges an der Hermesstraße.",Hindernis
Die Fahrbahn ist in beide Richtungen nicht besonders angenehm zu befahren.,Hindernis
"Hier existiert ein Fuß- und Radweg, doch leider ohne Aufschrägung. Mit Mountainbikes kann man da vielleicht rauffahren, aber mit Straßenräder sicher nicht, ohne sich die Felge zu beschädigen.",Hindernis
Auf dieser Brücke fehlt eine Stufenauflage / Schiene für Fahrräder.,Hindernis
"Diese Radroute ist trotz ihrer Priorität und Bedeutung im Alltagsverkehr nicht einmal wetterfest (Nässe, Schnee) asphaltiert. Als Alltagsroute (somit auch bei Schlechtwetter) somit nicht brauchbar",Hindernis
"Der Radweg Wien 23., Liesingbach endet beim Rathaus. Die Überquerung des Liesinger Hauptplatzes und das Fahrverbot der Unterführung ÖBB-Südbahn ist mühsam..",Hindernis
Ein Problem ist schon einmal der Ampelrückstau an dieser Stelle und zu wenig Platz zum ansonsten eralubten rechts vorfahren.,Hindernis
Der Fahrradstreifen gegen die Einbahn in der Fröhlichgasse (gegenüber ONr. 56) ist häufig durch parkende PKW verstellt.,Hindernis
"Eine neu errichtete Barriere vor der Straßenquerung, die viel zu knapp und eng bemessen ist. Verlang zu viel Konzentration sich dort duchzzschleusen, sodass keine Konzentration für den Verkehr mehr bleibt.",Hindernis
"Obwohl EuroVelo ist diese Radroute nicht einmal wetterfest (Nässe, Schnee) asphaltiert. Als Alltagsroute (somit auch bei Schlechtwetter) somit nicht brauchbar)",Hindernis
Schon den dritten Tag hintereinander blockiert hier ein anderes Fahrzeug die Einmündung des Weges in die Draschestraße,Hindernis
"Hier ist der hohe Bordstein zwischen Mischweg (Fußgänger + Fahrrad) und Straße nicht abgesenkt, was sowohl für Fahrradfahrer als auch Kinderwägen, Rollstuhlfahrer etc. problematisch ist,",Hindernis
Rad-Basisnetz nach jedem Regen unbefahrbar. Sehr ärgerlich.,Hindernis
Nach jedem Regen ist die Unterführung überflutet.,Hindernis
"Die Befestigung des Weges mit Schotter wurde erneuert, nur zwei Stellen mit üblen und kaum zu überwältigenden Kopfsteinpflaster wurden belassen und nicht Radfahrfreundlich ersetzt",Hindernis
Die Gleise an dieser Stelle werden offensichtlich längst nicht mehr verwendet und sollten daher entfernt werden.,Hindernis
"Keine Rampe, nur Stufen und ein provisorisches Brett.",Hindernis
"Die UPS-Fahrer parken gerne direkt vor der Haustür halb am Gehsteig (beschädigt diesen, da der Gehsteig nicht für solche Belastungen dimensioniert ist) und halb am sehr schmalen Radstreifen.",Hindernis
Hier stehen regelmäßig Mistkübel am Mehrzweckstreifen.,Hindernis
Immer wieder blockieren Querparker den Radweg und beinträchtigen dadurch die Sicherheit,Hindernis
"An der Ecke bei der PVA ist der Randstein schon so weit in den Asphalt eingesunken, dass da ein ziemliches ""Schlagloch"" entstanden ist",Hindernis
Entwässerung defekt. Nach Regenfällen ist der Radweg immer in seiner vollen Breite überschwemmt.,Hindernis
"Beim baustellenbedingten Umdrehen der Einbahn (ausgenommen Fahrrad) wurde das ""ausgenommen Fahrrad"" ""vergessen.",Hindernis
Von der Kaiserallee kommend blocken zu eng gestellte Betonklötze die Auffahrt auf die Südportalstraße.,Hindernis
"Der Radweg von der Wehlistraße zur Rampe Praterbrücke ist durch hereinragendes Gebüsch eingeengt. Auch wenn der Weg nicht so stark benutzt ist, sollte das Gebüsch beschnitten werden.",Hindernis
"Morgens zwischen ca. 0730-0900 (werktags) wird die Kreuzung in Fahrtrichtung Schottentor immer wieder durch KFZ verstellt, die die Kreuzung in ihrer Ampelphase nicht mehr verlassen.",Gefahrenstelle
"Radweg endet, weil Fahrbahn insgesamt schmaler wird. Autofahrer sehen das nicht, dass hier eine Linie aufhört, fahren einfach auf ""ihrem"" Platz gerade weiter. Dabei könnten sie auf die Gleise ausweichen (Hier keine Sperrlinie deshalb).",Gefahrenstelle
"Sicheres Abbiegen von der Hörlgasse in die Währingerstraße Richtung Schottentor ist nur möglich, wenn man zwei Autofahrstreifen kreuzt, um auf die linke Spur zu kommen. Es wäre ein Radweg mit Abbiegespur in der ganzen Hörlgasse gut.",Gefahrenstelle
"Große Kollisionsgefahr am Radstreifen zwischen Radfahrern, Theaterbesuchern und aussteigenden Straßenbahnpassagieren. Zusätzlich verschärft durch Fiaker und Taxis. Unfallgefahr sehr hoch.",Gefahrenstelle
Zwischen Hörlgasse und Universitätsstr. fahren (größere) Autos und LKWs viel zu oft auf dem Fahrradstreifen. Es kommt hier regelmäßig zu gefährlichen Situationen.,Gefahrenstelle
"Autofahrer von links kommend, sehen uns Radfahrer oft nicht, da sie nur ihren Blick nach Rechts gerichtet haben. Ein Hinweisschild für die Autofahrer, dass hier ein Radweg kreuzt wäre vom Vorteil.",Gefahrenstelle
Leider verleitet der Fahrreadstreifen hier die PKW-Fahrer zu knapp an den Radfahrenden vorbeizusausen. Bin schon von Seitenspiegeln touchiert worden.,Gefahrenstelle
"An diser Stelle teilt sich der RAdweg, in der Mitte steht ein Baum und da ist eine Stolperfalle eingebaut, wenn man hier nicht aufpasst, bei viel radverkehr etwas vonm Weg abkommt,""fällt "" man da rein und es kommt zu einem Sturtz",Gefahrenstelle
"Die Autofahrer von der Renngasse kommend und nach links in Richtung Am Hof einbiegend übersehen leicht, dass Radfahrer auf dem Radstreifen von links kommen, der gegen die Einbahn verläuft. Eine bessere Beschilderung,",Gefahrenstelle
"Fahrzeuge, die von der Herrengasse in die Bankgasse abbiegen, rechnen nicht mit Radfahrer aus der Bankgasse. Verkehrsspiegel anbringen würde den Radfahrern helfen, die unübersichtliche Kreuzung besser einzusehen.",Gefahrenstelle
Das Kopfsteinplaster am Michaelerplatz ist in einem schlechten Zustand und morgens uebrigens auch gerne nass und daher recht rutschig da haeufig gereinigt wird,Gefahrenstelle
Kurve wird von Autofahrern geschnitten. Im Kreisel werden gerne Fiaker überholt. Insbesondere Taxifahrer geben hier gar nichts auf entgegenkommende Radfahrer.,Gefahrenstelle
"Der Radstreifen gegen die Einbahn in der Augustinerstraße ist eine Gefahrenstelle, insbesondere was Einbiegende von der Spiegelgasse/Lobkowitzplatz bzw. von der Habsburgergasse betrifft. Daneben ist der Radstreifen durch Ladetätigkeit bzw.",Gefahrenstelle
Der Straßenbelag ist hier Richtung Graben in einem wirklich sehr schlechten Zustand.,Gefahrenstelle
"Von der Seilergasse kommend hat man eigentlich Rechtsvorrang, allerdings wirkt dieser etwas unintuitiv, weil die Plankengasse gerade verläuft. Vielleicht ein ""Vorrang geben"" spendieren?",Gefahrenstelle
"Man darf zwar mit dem Rad gegen die Einbahn fahren, aufgrund der querparkenden, oft sehr großen Autos ist es aber sehr eng und die entgegenkommenden Autos sind oft zu schnell.",Gefahrenstelle
"Touristen, Radverkehr, Bim und KFZ treffen hier an einer recht unklaren Stelle zusammen.",Gefahrenstelle
"Die Durchfahrt zwischen Ampelpfosten, Verkehrstafeln usw. ist viel zu eng,",Gefahrenstelle
"Sehr gefährliche Überfahrt, vor allem vom Schubertring kommend. Abbiegende Autos sind mit hoher Geschwindigkeit unterwegs.",Gefahrenstelle
"Der Radfahrüberfahrt wurde so zwischen Ampel, Straßenschilder und Bäume gequetscht, dass es für zwei Radfahrende die sich an dieser Stelle entgegen kommen nicht möglich ist ungefährlich aneinander vorbeizufahren.",Gefahrenstelle
"Wurde heute von einem nach rechts abbiegenden Auto angefahren. Gerade aus für Fahrrad, sowie rechts abbiegen für Autos war grün. (und Lenker am Handy!)",Gefahrenstelle
"Die Fahrbahn hat schon sehr viele Schlaglöcher. Mag vielleicht für Autos egal sein. Wenn man kein Mountainbike hat, ist die Straße ordentlich holprig!",Gefahrenstelle
"Der Radstreifen gegen die Einbahn zwischen Baumgasse und Kardinal-Nagl-Platz ist zu schmal und vor allem für Kinder viel zu gefährlich. Zudem ist es vor allem im Bereich der Kurve recht unübersichtlich und bei Gegenverkehr viel zu eng, man muss ja auch auf aufgehende Türen achten.",Gefahrenstelle
"Zwischen Keinergasse und Steingasse verläuft ein stark benutzter Radweg. Es wäre der Sicherheit dienlich, wenn dies auch für den Verkehr auf der Landstraßer Hauptstraße ersichtlich wäre. Vor allem durch entsprechende Bodenmarkierung, die den Wechsel abzweigender Radfahrer markiert.",Gefahrenstelle
"Wenn man als Radfahrer hier geradeaus in die Landstraßer Hauptstraße fahren möchte, wird man oft von dem entgegenkommenden, linksabbiegenden Autos übersehen, da diese gleichzeitig grün haben.",Gefahrenstelle
"Am Radweg wurde ein Metallpfosten entfernt, die verbleibende Halterung ist scharfkantiges Metall und steht ca. 7 cm aus dem Asphalt hervor. Wer den übersieht hat zumindest einen Patschen, schlimmer noch einen Unfall",Gefahrenstelle
"Bei der Einmündung des Radweges ""Am Kanal"" in die Straße ""Am Kanal"" ist die Sicht nach links durch parkende Fahrzeuge verstellt. Lösung: letzter Parkplatz entfernen und baulich gegen Falschparken absichern",Gefahrenstelle
"Bei der Einmündung des Radweges in die Grillgasse befindet sich ein Gebüsch, dass die Sicht zwischen Straße und Radweg fast komplett behindert. Lösung: Gebüsch komplett entfernen (nicht nur zurückschneiden).",Gefahrenstelle
"Der Radweg ist hier entlang der Schlemmerstraße relativ schmal (anfangs (richtung Stadtauswärts), im Verlauf wird es dann plötzlich besser). Zwei begegnende Radfahrer in vollem Tempo sind oder nur kaum sicher möglich.",Gefahrenstelle
"Will man hier die Himberger Straße zum Radweg Richtung Leopoldsdorf queren, so ist dies aufgrund einer fehlenden Radüberfahrt nur sehr unsicher möglich.",Gefahrenstelle
"Die Ketzergasse ist auf der gesamten Länge wirklich ungut zu fahren, gibt es hier überhaupt Alternativrouten oder Pläne für eine Verbesserung?",Gefahrenstelle
"Diese Glascheibenkante, die genau am Radweg endet, ist in der Nacht unsichtbar und kann extrem Gefährlich werden.",Gefahrenstelle
"Hier dürfen Fahrräder stadtauswärts in die Ketzergasse einbiegen (für Autofahrer nicht erlaubt, da Einbahnstraße) Es ist kaum möglich, sich hier gut und sicher zum geradeausfahren einzuordnen.",Gefahrenstelle
Trotz der 30er Zone fahren Autofahrer mit deutlich überhöhter. Geschwindigkeit. Ein Autofahrer wollte mich von der Straße drängen mit Kind am Kindersitz.,Gefahrenstelle
In diesem Bereich der Hütteldorfer Straße sind mittlerweile sehr große Spalten zwischen den Betonplatten der Straßenbahnschienen und dem Asphalt. Das ist entsprechend unfallträchtig.,Gefahrenstelle
An dieser Stelle treten manchmal Leute recht plötzlich auf die Fahrbahn und sind durch die parkenden Fahrzeuge nur schlecht sichbar.,Gefahrenstelle
Radstreifen wird von 4-spurigen Fahrzeugen (va. von Bussen & LKWs) oft geschnitten die damit Radfahrende massiv gefährden.,Gefahrenstelle
es gibt keinen gesicherten Radweg um die Kendlerstraße in Richtung Sporckplatz zu überqueren. Es gibt einen Radüberweg neben dem Zebrastreifen: dieser ist allerdings nur für Radfahrende aus der anderen Richtung gedacht,Gefahrenstelle
Dieser Radweg ist deutlich zu schmal für einen Zweirichtungsweg. Hier muss bei Gegenverkehr zwangsläufig auf den nur durch eine Trennlinie getrennten ebenfalls schmalen Gehweg ausgewichen werden.,Gefahrenstelle
"Die Kurve am Radweg ist viel zu scharf und schlecht einsichtig, wenn man schnell unterwegs ist, ist die Gefahr von Kollisionen sehr groß. (",Gefahrenstelle
Das Überqueren an dieser Stelle ist für Radfahrende problematisch. Autofahrer haben vorrang und auch bei Stauung wird die Überqueren für den Hauptradweg von Autofahrenden selten frei gelassen. Eine Markierung auf dem Boden oder per Schild würde die Situation entschärfen,Gefahrenstelle
"Bei der Ausfahrt vom Mistplatz rollen Kfz immer wieder schwungvoll heraus bis über den Radstreifen (bis zur Linie, die den Radstreifen von der allgemeinen Fahrbahn abgrenzt). Der angebrachte Verkehrsspiegel bringt hier leider kaum was.",Gefahrenstelle
Die hohe Abbiegegeschwindigkeit von PKW bringt Radfahrende oft in gefährliche Situationen. Die Umsetzung mit aufgeklebten Reflektoren entlang der Markierung ist leider unzureichend. Die hohen Kurvengeschwindigkeiten und geringen Überholabstände bleiben.,Gefahrenstelle
"An der Kreuzung Gersthofer Straße/Kreuzgasse Richtung Gersthofer Platzl endet der Radweg, sodass rechtsabbiegende Autofahrer*innen theoretisch Vorrang haben - was eine Unfallgefahrenstelle darstellt.",Gefahrenstelle
KFZ fahren hier zu schnell und achten nicht auf Rechtskommende. Ca. 50% der Fahrzeuge fahren ohne zu schauen und ohne Geschwindigkeitsreduktion durch.,Gefahrenstelle
"Vom Aumannplatz am Radweg kommend begegnet man Autos die in die Gegenrichtung fahren, quasi im Kreuzungsbereich. Man kann nicht parallel aneinander vorbeifahren. Das ist sehr unübersichtlich, zumal es auch Straßenbahn und Abbieger gibt.",Gefahrenstelle
"Im moment ist total unklar wo man hier fahren kann mit Rad, Jeder tag andere Situation.",Gefahrenstelle
"Wenn der Radweg hier noch ein bisserl schmäler wäre, könnte man ihn nur mehr mit Dackelschneidern befahren (derzeit streift nur der Lenker am Gebüsch)",Gefahrenstelle
"Der Radweg zwischen Rathaus und Universität ist in einem extrem schlechten Zustand. Ich habe schon Radfahrer gesehen, die auf den Schlaglöchern und Rissen die Kontrolle verloren haben,",Gefahrenstelle
Wurzeln heben den Belag an und beschädigen ihn. Nachts ist das durch den Schatten der Bäume mit einer Standard-Radbeleuchtung nicht auszumachen. Es besteht teilweise Sturzgefahr.,Gefahrenstelle
Die Radwegampel mit Freigabetaster ist sehr knapp an der Kreuzung montiert. Wenn an dieser Stelle auf die Grünphase gewartet wird besteht Lebensgefahr. Die Ampel wird regelmäßig von Fahrzeugen beschädigt.,Gefahrenstelle
"Durch die Baustelle enden die Radwege im Bauzaun bzw. führen sogar in den Gegenverkehr, keine Umleitung und auch keine Beschilderung. Völlig unklar wie man hier als Radfahrer fahren sollte",Gefahrenstelle
Die Fortsetzung des Liesingbachradweges führt über die Ampeanlage Liesinger Platz Richtung Brietenfurterstraße. Eine Haltelinie für Radfahrer vor der für Kraftfahrer würde die Situation für die Radfahrer entspannen. Die Gefahr von den Kraftfahrern übersehen zu werden ist erheblich.,Gefahrenstelle
Nur ortskundige Autofahrer wissen dass sie bei Betriebs- und Geschäftseinfahrten einen Rad- und Fußgängerweg queren. Täglich biegen Autofahrer in Einfahrten ein ohne zu schauen oder abzubremsen. Täglich erlebe ich auf einem vermeintlich sicheren Radweg unangenehme Situationen.,Gefahrenstelle
"Hier ragt ein Stopschild über den Radweg, genau in Kopfhöhe. Bin neugierig wie lange es dauert bis es aufgerichtet wird. (Rautenweg stadtauswärts kurz vor dem Tierquartier)",Gefahrenstelle
Übergang Radweg / Fahrbahn Agavenweg: Seit dem Umbau /Anschluss des Radwegs Mayredergasse ist die Schwelle zur Fahrbahn zu hoch (ca 5cm). Bei normaler Geschwindigkeit wird das Rad beschädigt,Gefahrenstelle
"Zwei breite, wenig genutzte Gehsteige, aber die Radstreifen sind auf der Fahrbahn auf der Verkehr mit >60km/h vorbeirauscht.",Gefahrenstelle
"Die neu errichtete Unterführung hat keinen baulich getrennten Radweg, obwohl die Autos hier extrem schnell unterwegs sind. Die Überleitung auf den Radweg nach der Unterführung erfolgt über die Geradeaus-Spur, weshalb man hoffen muss nicht von einem Auto abgeschossen zu werden.",Gefahrenstelle
Gefährliche Kreuzung: Hoher Kurvenradius ermutigt zu schnellem Abbiegen und dabei wird die Radaufstellfläche überfahren.,Gefahrenstelle
Bitte synchronisieren mit Kreuzung Marxergasse/Invalidenstr.,Ampel
"Für Fahrräder gibt es hier eine eigene Ampel, welche noch grün ist, während die Fußgängerampel bereits rot ist. Die Fahrradampel ist für abbiegende Autofahrer jedoch nicht sichtbar. Diese sehen die rote Fußgängerampel und sind der Meinung, freie Fahrt zu haben.",Ampel
Aus unverständlichen Gründen ist die Ampelschaltung für Radfahrer und Fußgänger deutlich kürzer grün als die parallel vorhandene Ampel ür die EInbieger zum Ring.,Ampel
"sinnlose Rad-Ampel für Radler am äußeren Burgring-Radweg: die Einbahn ist gut überschaubar, Straßenbahn & Bus mit der Ampel nicht mitgeregelt und daher auch bei grün zu beachten",Ampel
"Die Ampel, welche das Einfahren von Autos aus der Bellariastr. auf den Ring regelt, ist grün. Die parallele Rad-/Fußgängerampel zur Querung des Rings ist noch 3 sec länger rot.",Ampel
"Die Fahrradampel an der Kreuzung ist erst wenige Meter vor der Kreuzung sichtbar, da sie von einer Straßenlaterne verdeckt wird. Das wird zur Gefahr wenn die Straßenampel noch grün ist aber die Radampel nicht mehr.",Ampel
Unverständliche Ampelschaltung von der Breite Gasse kommend: Straßenbahn hat viel früher als Individualverkehr rot und blockiert dann Durchfahrt.,Ampel
"Diese Ampel sollte angesichts des überschaubaren Verkehrsaufkommens entfernt werden. Derartige Anlagen verlocken ohnehin dazu, ignoriert zu werden, und sind somit kontraproduktiv.",Ampel
"Es ist unverständlich, warum die Ampelregelung, wenn es schon auf Wunsch der Wiener Linien (?) eine geben muss, nicht wie an der Kreuzung mit der Capistrangasse ist.",Ampel
"Leider kommt es dabei oftmalig vor, dass die Ampeln auf der Mariahilfer Straße (Kreuzungen Kirchengasse und Neubaugasse) rot geschaltet sind, ohne dass überhaupt ein KfZ/ Bus da wäre, der den entsprechenden Vorrang nutzen könnte.",Ampel
Ampel sollte wegen sehr überschaubarem Verkehrsaufkommen entfernt werden.,Ampel
"Die Ampel Ecke Schaurhofergasse-Operngasse ist schlecht programmiert. Die Grünphase für Autos kommend von der Schaurhofergasse ist sehr lange, obwohl meistens nur 0-5 Autos warten",Ampel
"Ampelschaltung seit dieser Woche katastrophal. Egal ob stadtaus- oder einwärts. Es geht sich immer so aus, dass man bei jeder Ampel in der Operngasse rot hat.",Ampel
rechts abbiegen bei Rot oder ohne Ampel bitte. Ist das nicht beinahe eine geschützte Kreuzung? Kommend vom Getreidemarkt rechts Abbiegen in die Wienzeile ist ungut gelöst.,Ampel
Eine Bedarfsampel für Radfahrer an einer Hauptradroute über eine einspurige Straße mit geringem Verkehrsaufkommen ist ein No-Go.,Ampel
"Bitte Ampel entfernen. Kostet viel, bringt wenig und verschlechtert die Situation. Schutzweg ist ausreichend.",Ampel
"Ich verstehe nicht, warum nach Umbau der Argentinierstraße jetzt die Ampel deutlich verkürzt geschaltet wurde. Ich habe nicht mitgestoppt, aber auf der Argentinierstraße ist nur für wenige Sekunden grün (ca 15-20) während auf der Weyringerstraße mindest doppelt bis dreifach so lange grün ist.",Ampel
Die Ampelschaltung ist nicht fahrradfreundlich. Die Grünphase auf der Weyringerstrasse ist deutlich länger als in der Argentinierstrasse,Ampel
"Hier wird anscheinend erwartet, die Kreuzung etappenweise zu überqueren, falls man aus der Argentinierstraße kommen auf den Radweg Richtung Osten will.",Ampel
"Als Radfahrende Person von der Argentinierstraße kommend den Gürtel zu überqueren in die Gertrude- Fröhlich Sandnerstraße ist in einer Ampelphase derzeit nicht möglich. Es geht sich bei durchschnittlicher Geschwindigkeit zeitlich nicht aus. Ich finde so sollten Radfahrende gegenüber dem Autoverkehr nicht benachteiligt sein,",Ampel
"Soll man hier tatsächlich einen Ampelumlauf warten, um sich zum Queren des Gürtels aufzustellen, und dann noch einen bis zum tatsächlichen Queren?",Ampel
Von der Karl Popper Straße (Süden) kommend über den Gürtel ist die Zeit zum Räumen der Kreuzung äußerst knapp angesetzt (7 Sek ab gelb bis Autofahrer am Gürtel wieder grün haben).,Ampel
"Mehrere Ampelschaltungen hintereinander sind überhaupt nicht aufeinander abgestimmt und im 100 Meter Takt hintereinander so nah beeinander, daß nur sinnloses Stehen die Folge ist.",Ampel
Die Ampel erkennt auf der Linksabbiegespur der Ghegastraße (Nordosten) Richtung Arsenalstraße (Südosten) nicht zuverlässig Radfahrer.,Ampel
"Es wäre hilfreich, wenn Radfaher von er Alfred-Adler Straße auf der Radspur kommend bei der Ampel auch links abbiegen könnten ansatt nur gerade aus zu dürfen.",Ampel
"Warum ist nicht schon vor der aktuellen Grünphase für die RadfahrerInnen grün? Da biegen PKWs von der nördlichen Arsenalstraße in die Ghegastraße ein, es gibt auch sonst keine Verkehrskreuzungen,",Ampel
Das Abbiegen aus der Faradaygasse Richtung Norden in die Franz-Grill-Straße Richtung Norden funktioniert gut. In die andere Richtung leider gar nicht. Hier gibt es leider keine sinnvolle Linksabbiegelösung,Ampel
"Hier ist für Geradeaus und Rechts noch ewig Rotlicht, während zum Linkabbiegen und Queren des Werkstättenweges zu Fuß Grünlicht zu sehen ist.",Ampel
"Bitte keine Bedarfsampeln. Eigentlich allgemein nicht, zumindest aber nicht mit aktiv zu betätigendem Druckknopf. Diese Kreuzungen sind mühsam.",Ampel
"Eine der lächerlichsten Ampeln von Wien, vom Typ ""Private Ausfahrt wird geregelt, die zufällig in eine größere Kreuzung mündet"". Habe ich noch nie in Verwendung gesehen",Ampel
"An dieser Stelle vom Radweg Simmeringer Hauptstraße zum Zentralfriedhof / 2. Tor gibt es nur Fußgängerampeln, jedoch für Radfahrer keine Blockmarkierungen / Radfahrerampel.",Ampel
"Auch nach dem Umbau dieser Querung bleibt eine Ampel, die erst über eine Schaltfläche aktiviert werden muss. Hier sollte es wenigstens eine automatische Erkennung und idealerweise eine ""intelligente"" Steuerung mit sofortiger Grünschaltung geben,",Ampel
"An dieser Stelle sind getrennte Signale für den Fußweg und den Radweg. Sie sind aber offenbar gleichgeschaltet. Das Fahrradsignal sollte aber später rot werden, weil hier keine so lange Räumzeit nötig ist.",Ampel
"Die Situation beim Abbiegen in die Bahnhofstraße wird irgendwie immer schlimmer. Ich kann mich noch an die Zeit erinnern, wo diese Kreuzung ampelfrei und wahrscheinich stressfreier zu befahren war als heute.",Ampel
"Die Ampeln auf der Sandleitengasse/Maroltingergasse sind komplett ""verschalten"", d.h. es herrscht rote Welle. Wenn zum 3.",Ampel
