text,label
Kein sicherer Radweg auf der Langobardenstraße.,Lückenschluss
"Wenn RadfahrerInnen sich auf der Linksabbiegerspur des Radwegs einreihen, verdecken sie die Sicht auf die Radampel. Lösungsvorschlag: Radampel höher hängen.",Ampel
Radstreifen wird von 4-spurigen Fahrzeugen (va. von Bussen & LKWs) oft geschnitten die damit Radfahrende massiv gefährden.,Gefahrenstelle
Autofahrer sehen Radfahrer nicht beim Abbiegen aus Parkgarage.,Gefahrenstelle
Fehlende Route vom 23. Bezirk zur Innenstadt.,Lückenschluss
"Ein Verkehrszeichen verbietet das Befahren mit Fahrrädern, die Zusatztafel zeigt jedoch auf den offiziellen Gehweg. Dadurch werden Radfahrer und Fußgänger gezwungen den Tankstellenbereich zu durchqueren.",Markierung oder Schild
Fahrbahnteiler ragt zu weit in Radweg hinein.,Hindernis
Ampelschaltung bevorzugt Autos gegenüber Radfahrern.,Ampel
Die Abkürzung zwischen Drygalskiweg und AdoAD wird sehr oft von Radfahrern und Fußgänger genommen und ist teilweise sehr schlammig. Eventuell sollte man hier einen asphaltierten Weg bauen.,Lückenschluss
Fehlende Querverbindung im 22. Bezirk.,Lückenschluss
Schilder widersprechen sich an dieser Stelle.,Markierung oder Schild
Abbiegeschild für Radfahrer fehlt an der Hauptroute.,Markierung oder Schild
Wientalradweg verlängern...,Lückenschluss
Kein Hinweis auf Radfahrer-Pflichtweg.,Markierung oder Schild
Ausnahme für Radfahrer auf Fußgänger-Schild fehlt.,Markierung oder Schild
Grünphase für Radfahrer deutlich kürzer als für Autos.,Ampel
Kreuzung Naschmarkt – Autos blockieren Radweg beim Linksabbiegen.,Gefahrenstelle
Überholverbot ignoriert – Autos fahren gefährlich nah vorbei.,Gefahrenstelle
PKW fahren auf dem Radweg in der Begegnungszone.,Gefahrenstelle
Ampelschaltung berücksichtigt Zweirichtungsradweg nicht.,Ampel
Werbetafel auf Radweg-Niveau aufgestellt.,Hindernis
Hohe Bordsteinkante beim Übergang auf den Radweg.,Gefahrenstelle
Ampel an der Tangente schaltet sehr selten auf Grün.,Ampel
Kein Radweg auf der Hausfelgasse in Kagran.,Lückenschluss
Kein Radweg auf der Bundesstraße vor der Stadtgrenze.,Lückenschluss
Radweg-Schild nach Kreuzung fehlt.,Markierung oder Schild
Bahnübergang S-Bahnstation Lobau,Hindernis
Fehlende Markierung bei Fahrradstraße.,Markierung oder Schild
Hier (im Bereich der Fußgänger/Rad-Ampel von der U6-Station zur Gaullachergasse) wurde der Belag erneuert und auf die Markierung für die Radfahrer vergessen(?). Jedenfalls ist eine gut sichtbare (!) Markierung von der Abzweigung vom Radweg (hier ist sie noch kurz vorhanden. allerdings sehr unauffällig) bis zur Gaullachergasse nötig.,Markierung oder Schild
Provisorische Ampel nach Unfall falsch eingestellt.,Ampel
Radfahrer-Schleuse nicht beschildert.,Markierung oder Schild
Ampel nach Kreuzungsumbau nicht wieder aufgestellt.,Ampel
Radfahrer-Schleuse ohne eigene Ampelphase.,Ampel
Ampelanlage nach Umbau falsch programmiert.,Ampel
Glassplitter am Boden,Hindernis
Schild für Radfahrer von geparktem LKW verdeckt.,Markierung oder Schild
Fußgänger und Radfahrer teilen sich einen zu schmalen Streifen.,Gefahrenstelle
Diese Stelle wird schlimmer geworden stat verbessert. Jetzt da steht Fahrradverbot Verkehrszeichen und der Übergang über die Bahnbrücke ist seit Monate gespert..,Hindernis
Fehlende Radwegführung durch das neue Stadtentwicklungsgebiet.,Lückenschluss
"An diser Stelle teilt sich der RAdweg, in der Mitte steht ein Baum und da ist eine Stolperfalle eingebaut, wenn man hier nicht aufpasst, bei viel radverkehr etwas vonm Weg abkommt,""fällt "" man da rein und es kommt zu einem Sturtz",Gefahrenstelle
Fehlende Radwegführung durch den Böhmischen Prater.,Lückenschluss
Der Radverkehr kann zur Querung der Ernst-Melchior-Gasse entlang der Lassallestraße eine deutlich längere Grünphase vertragen. Für mich unverständlich wie früh der Radverkehr (im gegensatz zur parallel führenden Fahrbahn) bereits rot bekommt.,Ampel
"von der Nußdorfer Straße stadtauswärts fahrend ist es unmöglich, in die Fuchsthallergasse einzubiegen",Lückenschluss
Fehlende Radwegführung entlang des Wienflusses.,Lückenschluss
Überholmanöver von Bussen auf der Praterstraße zu knapp.,Gefahrenstelle
Tiefes Schlagloch im Kurvenbereich – schwer sichtbar.,Hindernis
Der Straßenbelag ist hier Richtung Graben in einem wirklich sehr schlechten Zustand.,Gefahrenstelle
der Steg ist im Verlauf der Hauptradroute U4 Meildinger Hauptstraße - Schloss Hetzendorf ist nur über Stufen zu passieren Ideal wäre die Errichtung einer Rampe woe zB Höhe Rosenhügelstraße,Hindernis
Grünphase startet zu früh – Autos noch in der Kreuzung.,Ampel
Die Fahrradmarkierungen entlang der Alser Strasse sind abgefahren und schlecht ersichtlich. Gefahr weil viel Verkehr bei engen Strassenführung.,Markierung oder Schild
"Die Ampel Ecke Schaurhofergasse-Operngasse ist schlecht programmiert. Die Grünphase für Autos kommend von der Schaurhofergasse ist sehr lange, obwohl meistens nur 0-5 Autos warten",Ampel
"Zwei breite, wenig genutzte Gehsteige, aber die Radstreifen sind auf der Fahrbahn auf der Verkehr mit >60km/h vorbeirauscht.",Gefahrenstelle
Kurve wird von Autofahrern geschnitten. Im Kreisel werden gerne Fiaker überholt. Insbesondere Taxifahrer geben hier gar nichts auf entgegenkommende Radfahrer.,Gefahrenstelle
Kreuzung Gumpendorfer Straße – Autos ignorieren Radfahrer beim Abbiegen.,Gefahrenstelle
Container der Müllabfuhr blockiert die Radspur.,Hindernis
Keine Markierung für indirektes Linksabbiegen vorhanden.,Markierung oder Schild
Der neue Radweg führt mittels Sperrlinie rechts in die Boschstraße. Eine sichere Eingliederung in den Verkehr Richtung Heiligenstätterstraße ist ohne Überfahren der Sperrlinie nicht möglich.,Markierung oder Schild
Schlagloch mitten auf der Fahrspur – schwer ausweichbar.,Hindernis
Bedarfsampel auf Radweg ohne erkennbaren Nutzen.,Ampel
Zusatztafel ausgenommen Fahrrad fehlt am Einfahrtsschild.,Markierung oder Schild
Taxifahrer halten auf dem Radstreifen vor dem Opernring.,Gefahrenstelle
Radweg in der Liesing endet ohne Anschluss.,Lückenschluss
Autoreifen liegt mitten auf dem Radstreifen.,Hindernis
Kein sicherer Weg für Radfahrer über die Nordbrücke.,Lückenschluss
Grünphase für Radfahrer kürzer nach letzter Änderung.,Ampel
Fehlendes Schild für Radfahrer-Vorrang an der Querung.,Markierung oder Schild
"Diese Radroute ist trotz ihrer Priorität und Bedeutung im Alltagsverkehr nicht einmal wetterfest (Nässe, Schnee) asphaltiert. Als Alltagsroute (somit auch bei Schlechtwetter) somit nicht brauchbar",Hindernis
"Genau hier steht relativ unmotiviert eine Litfasssäule, die den Radweg zu einer engen Kurve zwingt und die Sicht auf evtl. entgegenkommnende Radler nimmt.",Hindernis
Das Häuschen (Wiener Netze?) wurde entfernt bzw. AFAIK verkleinert und versetzt,Hindernis
Fehlende Verbindung zwischen 10. und 11. Bezirk.,Lückenschluss
Schulweg-Kreuzung ohne ausreichenden Schutz für Radfahrer.,Gefahrenstelle
Straßenschäden nach Kanalreparatur nicht behoben.,Hindernis
Fehlende Unterquerung des Gürtels für Radfahrer.,Lückenschluss
"Zwischen Keinergasse und Steingasse verläuft ein stark benutzter Radweg. Es wäre der Sicherheit dienlich, wenn dies auch für den Verkehr auf der Landstraßer Hauptstraße ersichtlich wäre. Vor allem durch entsprechende Bodenmarkierung, die den Wechsel abzweigender Radfahrer markiert.",Gefahrenstelle
Neues Verkehrszeichen ohne entsprechende Boden-Markierung.,Markierung oder Schild
Immer wieder blockieren Querparker den Radweg und beinträchtigen dadurch die Sicherheit,Hindernis
Rollstuhlrampe blockiert Durchfahrt auf schmalem Radweg.,Hindernis
Baucontainer parkt seit Wochen auf Radstreifen.,Hindernis
Verbindung zwischen Hauptradroute und Bahnhof Meidling fehlt.,Lückenschluss
Defekter Poller liegt quer über dem Radweg.,Hindernis
Zeitung-Verteiler hat Pakete auf Radstreifen gelegt.,Hindernis
Ampel für Überquerung der Hauptstraße fehlt.,Ampel
Grünphase für Radfahrer nicht mit Straßenbahn abgestimmt.,Ampel
Breite Spalten zwischen den Betonplatten im Gleiskörper sind groß genug dass ein Fahrradreifen hineinpasst. An dieser ungeregelten Kreuzung besteht dadurch erhöhte Sturzgefahr vor dem Querverkehr.,Hindernis
"Es gibt in der Siebenbürgerstrasse, Wien 22 , keinen durchgehend Radweg . Lediglich in der Nebenfahrbahn der Siebenbürgerstrasse, auf einer Länge von ca . 50 Meter , besteht ein Radweg .",Lückenschluss
LKW fahren zu knapp an Radfahrern vorbei.,Gefahrenstelle
Skyway mit Franz-Ippisch-Steg und Döblinger Steg verbinden über alte Bahn-Bögen.,Lückenschluss
Bauschutt wurde nicht ordentlich von der Radspur entfernt.,Hindernis
Radfahrer-Ausfahrt nicht beschildert.,Markierung oder Schild
Schwellen auf dem Radweg sehr unangenehm und gefährlich.,Hindernis
Radfahrer-Piktogramm auf Fahrbahn fehlt nach Reparatur.,Markierung oder Schild
Verankerungen von Werbebanner stehen auf Radweg.,Hindernis
"Hier dürfen Fahrräder stadtauswärts in die Ketzergasse einbiegen (für Autofahrer nicht erlaubt, da Einbahnstraße) Es ist kaum möglich, sich hier gut und sicher zum geradeausfahren einzuordnen.",Gefahrenstelle
Radweg-Beginn nicht klar markiert nach Kreuzung.,Markierung oder Schild
Betonmixer hat Reste auf Radweg hinterlassen.,Hindernis
An der Ampel P-J-Straße Richtung Hardtgasse fehlt ein vorgezogener Aufstellstreifen (Fahrradschleuse?)! In der Praxis stellen sich die meisten Radfahrer sowieso vor den Autos auf... mehr Platz dafür wäre wünschenswert.,Markierung oder Schild
Kein Radweg auf der Simmeringer Hauptstraße.,Lückenschluss
Neue Ampelanlage ohne Radfahrer berücksichtigt.,Ampel
Defekte Druckknopf-Ampel auf Hauptradroute.,Ampel
Keine eigene Ampel für Radfahrer an dieser Kreuzung.,Ampel
"Hier fehlt ein Radweg. Sehr unsicher weil der ""Mehrzweckstreifen"" nicht sicher befahrbar ist.",Lückenschluss
Ampel schaltet auf Rot obwohl kein Querverkehr kommt.,Ampel
Poller am Beginn des Radwegs ohne ausreichende Kennzeichnung.,Hindernis
Radweg auf der Favoritenstraße endet zu früh.,Lückenschluss
Straßenlaterne falsch positioniert – blockiert Durchfahrt.,Hindernis
Grünphase für Radfahrer endet bevor Kreuzung überquert.,Ampel
Herausragender Kanaldeckel auf der Radspur.,Hindernis
Querungsmarkierung für Radfahrer fehlt.,Markierung oder Schild
Keine Vorampel für Radfahrer an der Ringstraße.,Ampel
Radfahrer müssen zwischen Straßenbahngleisen fahren – sehr gefährlich.,Gefahrenstelle
Überholverbot für Autos neben Radweg fehlt.,Markierung oder Schild
Schlechte Sicht beim Ausfahren aus der Tiefgarage auf den Radweg.,Gefahrenstelle
Bodenmarkierung verdeckt durch Falschparker.,Markierung oder Schild
"Diese Glascheibenkante, die genau am Radweg endet, ist in der Nacht unsichtbar und kann extrem Gefährlich werden.",Gefahrenstelle
Verbindung vom Donaukanal in den 20. Bezirk fehlt.,Lückenschluss
Ampel für Radfahrer auf falschem Straßenabschnitt.,Ampel
Das Stück fehlt noch als optimaler Radweg vom 8. in Richtung Yppenplatz,Lückenschluss
Radweg-Ende nicht markiert – Radfahrer fahren auf Gehweg weiter.,Markierung oder Schild
Radweg-Schild bei Unterführung entfernt – Fußgänger am Radweg.,Markierung oder Schild
Keine Trennung zwischen Rad- und Fußgängerweg auf stark frequentierter Route.,Gefahrenstelle
Zustiegszone Straßenbahn ohne Markierung für Radfahrer.,Markierung oder Schild
"An dieser Stelle sind getrennte Signale für den Fußweg und den Radweg. Sie sind aber offenbar gleichgeschaltet. Das Fahrradsignal sollte aber später rot werden, weil hier keine so lange Räumzeit nötig ist.",Ampel
Grünphase für Radfahrer nachts nicht aktiviert.,Ampel
Induktionsschleife erkennt Fahrräder nicht.,Ampel
E-Bike Ladestation falsch platziert – versperrt Weg.,Hindernis
"Die Markierung für den RgE sollte über die gesamte Länge gehen, da Fahrzeuge, die an der Ampel Neulerchenfelder Straße warten, oft sehr nah an der falschen Fahrbahnseite stehen.",Markierung oder Schild
Einbahn-Öffnung für Radfahrer nicht beschildert.,Markierung oder Schild
Ampelschaltung bevorzugt Straßenbahn auf Kosten von Radfahrern.,Ampel
Kein Radweg auf der stark befahrenen Heiligenstädter Straße.,Lückenschluss
Radweg endet direkt vor einer ungesicherten Kreuzung.,Gefahrenstelle
Ampel für Radfahrer nicht mit Fußgänger-Grün synchron.,Ampel
Kabelkanal der Bauarbeiter über Radweg gespannt.,Hindernis
Radweg-Priorität nicht durch Schild erkennbar.,Markierung oder Schild
Falsch abgestellte E-Scooter blockieren den Radweg.,Hindernis
Matsch nach Regenfällen macht Radweg gefährlich rutschig.,Hindernis
Schneeräumfahrzeug hat Schneewall auf Radweg aufgetürmt.,Hindernis
Hier fehlt ein Radweg von Süßenbrunn zum Radweg Kagran ab Rennbahnweg. Der Umweg durch Wälder und Schotterpisten dauert doppelt so lang und ist bei Regen oder Nachts nicht befahrbar.,Lückenschluss
"Fahrzeuge, die von der Herrengasse in die Bankgasse abbiegen, rechnen nicht mit Radfahrer aus der Bankgasse. Verkehrsspiegel anbringen würde den Radfahrern helfen, die unübersichtliche Kreuzung besser einzusehen.",Gefahrenstelle
Radsignal nach Kreuzungsrenovierung nicht zurückgesetzt.,Ampel
"Mittlerweile ist dieser Weg wegen Umbauarbeiten komplett gesperrt. Für Ost-West-Routen (bei mir bisher entlang Kirchfeldgasse, Wundtgasse, Riedelgasse) muss man nun weiter nach Südwest bis zur Walter",Hindernis
Schilder für Einbahn-Öffnung nur auf einer Seite.,Markierung oder Schild
Straßenmarkierung abgeblättert – scharfe Kanten auf Fahrbahn.,Hindernis
Markierung für Radfahrer-Überführung fehlt.,Markierung oder Schild
Plastikfolie von Baustelle weht auf Radweg.,Hindernis
"Hier fehlt die Zusatztafel ""ausgenommen Radfahrer"", damit man als Radler auch untertags rechts abbiegen darf.",Markierung oder Schild
"Auf der Donaustadtstraße fehlt ein Radweg obwohl sie eine wichtige Verbindung zu Kagran, Donauzentrum und der U2 darstellt. Autos fahren oft deutlich schneller als 50 km/h was das Radfahren sehr gefährlich macht.",Lückenschluss
Radfahrer werden beim Rechtsabbiegen von Autos geschnitten.,Gefahrenstelle
Autofahrer erkennen nicht dass der Radstreifen hier endet und fahren drüber.,Gefahrenstelle
Fehlende Route vom Westbahnhof zum Naschmarkt.,Lückenschluss
"Verlängerte Kinderspitalgasse, stadtauswärts, unter der U6 durch, stadtauswärtige Ample: Hier dürfen Radfahrer *nur rechts* abbiegen Warum?! Am Gürgelradweg darf man in beide Richtungen radeln. Bitte: wenigstens linksabbiegen erlauben.",Markierung oder Schild
Hauptradroute unterbrochen durch Baustellenbereich.,Lückenschluss
Straßenbahn-Weichenbereich sehr rutschig bei Nässe.,Hindernis
Lieferwagen steht täglich auf Radstreifen beim Bäcker.,Hindernis
Fahrtrichtungspfeil für Radfahrer fehlt.,Markierung oder Schild
Kein Schild für Radroute nach Abzweigung.,Markierung oder Schild
Autofahrer missachten Vorrang der Radfahrer an der Kreuzung.,Gefahrenstelle
"2 Fahrspuren pro Richtung, die nicht benötigt werden, da die Autobahn den Verkehr aufnimmt da könnte man doch durch eine simple Abtrennung Platz für einen Radweg und Fußweg schaffen. Mit der Verlängerung zum Pelargonienweg würde eine direkte und weitgehend verkehrsgeschützte Verbdingung zwischen Breitenlee und Leopoldau entstehen.",Lückenschluss
Straßenbahnschienen – Fahrradreifen kann sich festfahren.,Hindernis
Kein Hinweis auf Radfahrer-Gegenverkehr in Einbahn.,Markierung oder Schild
Nach jedem Regen ist die Unterführung überflutet.,Hindernis
Poller zu eng gesetzt – Lastenräder kommen nicht durch.,Hindernis
Stopptafel für Radfahrer durch Baumwuchs verdeckt.,Markierung oder Schild
Beschilderung am Kreuzungsbereich sehr unübersichtlich.,Markierung oder Schild
Radweg direkt neben Bushaltestelle – gefährliche Situation.,Gefahrenstelle
Ampelanlage nach Sturm schief – schwer erkennbar.,Ampel
Starke Unebenheiten durch Wurzeln unter dem Asphalt.,Hindernis
Ampel für Radfahrer bei der U4-Station fehlt.,Ampel
Radfahrer werden beim Queren der Abbiegespur übersehen.,Gefahrenstelle
Durchgang oft am oberen Ende mit Auto verparkt. Man kommt teilweise mit dem Kinderwagen kaum durch,Hindernis
Rostiger Metalldeckel steht über der Fahrbahn hinaus.,Hindernis
Ampelanlage berücksichtigt Schulkinder nicht.,Ampel
"Ampelschaltung seit dieser Woche katastrophal. Egal ob stadtaus- oder einwärts. Es geht sich immer so aus, dass man bei jeder Ampel in der Operngasse rot hat.",Ampel
Unterbrechung der Hauptradroute durch Bahnanlage.,Lückenschluss
Fehlende Rad-Ampel für Querung des Schottenrings Richtung SO,Ampel
Schaltung bevorzugt Busverkehr gegenüber Radfahrern.,Ampel
Keine Markierung für die Radfahrer-Querung am Karlsplatz.,Markierung oder Schild
Fehlende Route entlang der Asperner Straße.,Lückenschluss
Ein kurzes Stück Radweg mit Benützungspflicht unterbricht den Fließverkehr. Nach wenigen Metern muss man sich wieder einordnen und die Bodenmarkierungen ermöglichen keine Geradeausfahrt.,Markierung oder Schild
"Von der Seilergasse kommend hat man eigentlich Rechtsvorrang, allerdings wirkt dieser etwas unintuitiv, weil die Plankengasse gerade verläuft. Vielleicht ein ""Vorrang geben"" spendieren?",Gefahrenstelle
Große Pfütze nach Starkregen – Radweg komplett überflutet.,Hindernis
"An dieser Stelle vom Radweg Simmeringer Hauptstraße zum Zentralfriedhof / 2. Tor gibt es nur Fußgängerampeln, jedoch für Radfahrer keine Blockmarkierungen / Radfahrerampel.",Ampel
Fahrradmarkierung in der RUMMELHARDTGASSE fast nicht mehr erkennbar,Markierung oder Schild
Schnelles Fahren auf der Donauuferstraße – Radfahrer in Gefahr.,Gefahrenstelle
Ampel für Radfahrer defekt seit 2 Wochen,Ampel
Kein Vorrang-Schild für Radfahrer an Hauptroute.,Markierung oder Schild
Radfahrer müssen auf Gehweg ausweichen wegen Bauarbeiten.,Gefahrenstelle
Abgebrochener Straßenbelag bildet gefährliche Stufen.,Hindernis
Ampel für Radfahrer nicht vorhanden an stark befahrener Kreuzung.,Ampel
Grünpfeil für Fahrradfahrer um nicht an der Ampel warten zu müssen.,Ampel
"Tgl. Parker auf dem Radweg, trotz mehrfacher Meldung bei d. Parkraumüberwachung wird dort nicht selbstständig kontrolliert, zwei Radlerinnen kommen nicht aneinander vorbei.",Hindernis
"Die Durchfahrt zwischen Ampelpfosten, Verkehrstafeln usw. ist viel zu eng,",Gefahrenstelle
Der neue Radweg in der Viehmarkt kann an der Kreuzung mit der Landstraßer Hauptstraße auf dem Fahrrad weder befahren noch verlassen werden.,Hindernis
"Bei der Einmündung des Radweges in die Grillgasse befindet sich ein Gebüsch, dass die Sicht zwischen Straße und Radweg fast komplett behindert. Lösung: Gebüsch komplett entfernen (nicht nur zurückschneiden).",Gefahrenstelle
Ampelphase zu kurz für Radfahrer mit Lastenrad.,Ampel
"Hier befindet sich ein merkwürdiger, benutzungspflichtig ausgeschilderter Radweg (ca. 5m lang, auf dem linkseitigen Gehsteig an der Döblinger Hauptstraße Richtung Norden). Das macht überhaupt keinen Sinn, bitte entfernen!",Markierung oder Schild
Radsignal schaltet auf Grün obwohl Fußgänger noch queren.,Ampel
Kreuzung ohne Sichtlinie für Radfahrer die aus der Einbahn kommen.,Gefahrenstelle
Straßenschäden nach Kanalarbeiten – Radweg holprig.,Hindernis
"Soll man hier tatsächlich einen Ampelumlauf warten, um sich zum Queren des Gürtels aufzustellen, und dann noch einen bis zum tatsächlichen Queren?",Ampel
Fehlende Route durch das Gewerbegebiet Inzersdorf.,Lückenschluss
Radfahrer-Grün startet zu spät nach Fußgänger-Grün.,Ampel
"Die UPS-Fahrer parken gerne direkt vor der Haustür halb am Gehsteig (beschädigt diesen, da der Gehsteig nicht für solche Belastungen dimensioniert ist) und halb am sehr schmalen Radstreifen.",Hindernis
Fehlende Radverbindung über die Donau bei Floridsdorf.,Lückenschluss
"10 Meter Einbahn sind hier zu öffnen, die bei weitem breit genug sind, um eine optimale Verbindung von der Alser Straße zum Gürtel in Richtung Süden zu haben!",Lückenschluss
Keine Schutzmaßnahme für Radfahrer bei Baustellen-Umleitung.,Gefahrenstelle
Kein Schild für Fahrrad-Gegenverkehr in Sackgasse.,Markierung oder Schild
Gefährliche Situation bei der Einmündung Taborstraße – Autos ignorieren Vorrang.,Gefahrenstelle
Zweirichtungsradweg ohne Markierung auf der Fahrbahn.,Markierung oder Schild
"Die Situation beim Abbiegen in die Bahnhofstraße wird irgendwie immer schlimmer. Ich kann mich noch an die Zeit erinnern, wo diese Kreuzung ampelfrei und wahrscheinich stressfreier zu befahren war als heute.",Ampel
Markierung der Radfahrer-Aufstellfläche fehlt.,Markierung oder Schild
Fehlende Warnbeschilderung vor gefährlicher Kurve.,Gefahrenstelle
Zweiradampel zeigt anderes Signal als Fußgängerampel.,Ampel
"Ist mir unverständlich, warum hier Radfahren verboten ist. Das wäre eine sehr gute Zu- und Abfahrt ins/vom AKH und verbunden mit dem Gürtelradweg.",Lückenschluss
Umgekippter Motorroller blockiert halben Radweg.,Hindernis
Fahrradstreifen wird von PKW-Fahrern regelmäßig benutzt.,Gefahrenstelle
Ist das die erwähnte Abschrägung (am Beginn der Terramaregasse) und ist sie noch zu steil (oder bereits entschärft)?,Hindernis
Kein Radweg auf dem Abschnitt Floridsdorf–Stammersdorf.,Lückenschluss
Mehrere Fahrräder verbotswidrig auf Radspur abgestellt.,Hindernis
"Große Kollisionsgefahr am Radstreifen zwischen Radfahrern, Theaterbesuchern und aussteigenden Straßenbahnpassagieren. Zusätzlich verschärft durch Fiaker und Taxis. Unfallgefahr sehr hoch.",Gefahrenstelle
Ausnahme-Regelung nur auf einer Seite beschildert.,Markierung oder Schild
Kleintransporter hält täglich auf dem Radstreifen.,Hindernis
Getrennte Ampelphase für Radfahrer fehlt an Kreuzung.,Ampel
Die Fortsetzung des Liesingbachradweges führt über die Ampeanlage Liesinger Platz Richtung Brietenfurterstraße. Eine Haltelinie für Radfahrer vor der für Kraftfahrer würde die Situation für die Radfahrer entspannen. Die Gefahr von den Kraftfahrern übersehen zu werden ist erheblich.,Gefahrenstelle
Keine Radroute durch das Stadtentwicklungsgebiet Aspern.,Lückenschluss
Ein Radweg entlang der vorhandenen Bahnbrücke als niveaufreie Wiental-Querung wäre eine enorme Verbesserung. Die St.-Veit-Gasse ist zur Stoßzeit ein Horror,Lückenschluss
Abbiege-Gebot ohne Ausnahme für Radfahrer nicht sinnvoll.,Markierung oder Schild
"Der Radstreifen gegen die Einbahn zwischen Baumgasse und Kardinal-Nagl-Platz ist zu schmal und vor allem für Kinder viel zu gefährlich. Zudem ist es vor allem im Bereich der Kurve recht unübersichtlich und bei Gegenverkehr viel zu eng, man muss ja auch auf aufgehende Türen achten.",Gefahrenstelle
Ampelsteuerung nach Bauarbeiten nicht angepasst.,Ampel
Mülltonnen stehen auf dem Radweg und versperren den Weg.,Hindernis
Ampelsignal für Radfahrer nicht sichtbar aus dem Sattel.,Ampel
Der Geh- und Radweg wird beidseitig an einem Mast vorbeigeführt. In Fahrtrichtung Innenstadt verjüngt sich der Radweg auf 44 cm. Fährt gerade eine Straßenbahn wechseln viele Radler spontan auf die Gegenrichtung.,Hindernis
Radroute endet abrupt ohne Anschluss an nächste Route.,Lückenschluss
Geradeausgebot gilt auch für Radfahrer obwohl Radweg weitergeht.,Markierung oder Schild
Neue Ampel ohne angepasste Beschilderung für Radfahrer.,Markierung oder Schild
Gefährliche Kreuzung: Hoher Kurvenradius ermutigt zu schnellem Abbiegen und dabei wird die Radaufstellfläche überfahren.,Gefahrenstelle
Kein Schild für Radfahrer-Zufahrt zu Parkanlage.,Markierung oder Schild
Bedarfsampel reagiert nicht auf Fahrrad-Druck.,Ampel
