text,label
es gibt keinen gesicherten Radweg um die Kendlerstraße in Richtung Sporckplatz zu überqueren. Es gibt einen Radüberweg neben dem Zebrastreifen: dieser ist allerdings nur für Radfahrende aus der anderen Richtung gedacht,Gefahrenstelle
"Warum ist nicht schon vor der aktuellen Grünphase für die RadfahrerInnen grün? Da biegen PKWs von der nördlichen Arsenalstraße in die Ghegastraße ein, es gibt auch sonst keine Verkehrskreuzungen,",Ampel
keine Bodenmarkierung - Radweg ist für Fußgänger nicht als solcher erkennbar. Durch die Randsteine ist ein Ausweichen schwer möglich; der Radweg ist sehr eng.,Markierung oder Schild
"Der Steg Viktor-Kaplan-Straße über die Donaustadtstraße ist nicht für Radfahrer freigegeben, obwohl er eine schnelle Querung ohne Ampel ermöglicht und seit Jahrzehnten von Radfahrern genutzt wird.",Lückenschluss
An der Kreuzung mit dem Währinger Gürtel steht ein Linksabbiegegebot ohne Ausnahme für Radfahrer. Dadurch ist das Geradeausfahren in die Fuchsthallergasse illegal obwohl an der vorherigen Kreuzung eine Ausnahme für Fahrräder besteht.,Markierung oder Schild
"Will man hier die Himberger Straße zum Radweg Richtung Leopoldsdorf queren, so ist dies aufgrund einer fehlenden Radüberfahrt nur sehr unsicher möglich.",Gefahrenstelle
Hier sollte sich anstelle des Schutzweges auch eine Radüberfahrt befinden!,Lückenschluss
"Ein Verkehrszeichen verbietet das Befahren mit Fahrrädern, die Zusatztafel zeigt jedoch auf den offiziellen Gehweg. Dadurch werden Radfahrer und Fußgänger gezwungen den Tankstellenbereich zu durchqueren.",Markierung oder Schild
Der Geh- und Radweg wird beidseitig an einem Mast vorbeigeführt. In Fahrtrichtung Innenstadt verjüngt sich der Radweg auf 44 cm. Fährt gerade eine Straßenbahn wechseln viele Radler spontan auf die Gegenrichtung.,Hindernis
Ein Problem ist schon einmal der Ampelrückstau an dieser Stelle und zu wenig Platz zum ansonsten eralubten rechts vorfahren.,Hindernis
"Der Radfahrüberfahrt wurde so zwischen Ampel, Straßenschilder und Bäume gequetscht, dass es für zwei Radfahrende die sich an dieser Stelle entgegen kommen nicht möglich ist ungefährlich aneinander vorbeizufahren.",Gefahrenstelle
"Diese Ampel wäre ein klassischer Fall für ""Rechts bei Rot"" - va. wenn es stimmt, dass die Baustelle hier noch 5 JAHRE lang bestehen bleibt! Es gibt keinen Quervekehr bei Rot, außer den Radweg auf der Alser Straße.",Ampel
"Bei der Einmündung des Radweges in die Grillgasse befindet sich ein Gebüsch, dass die Sicht zwischen Straße und Radweg fast komplett behindert. Lösung: Gebüsch komplett entfernen (nicht nur zurückschneiden).",Gefahrenstelle
An der Ampel P-J-Straße Richtung Hardtgasse fehlt ein vorgezogener Aufstellstreifen (Fahrradschleuse?)! In der Praxis stellen sich die meisten Radfahrer sowieso vor den Autos auf... mehr Platz dafür wäre wünschenswert.,Markierung oder Schild
"Die Ampel, welche das Einfahren von Autos aus der Bellariastr. auf den Ring regelt, ist grün. Die parallele Rad-/Fußgängerampel zur Querung des Rings ist noch 3 sec länger rot.",Ampel
"von der Nußdorfer Straße stadtauswärts fahrend ist es unmöglich, in die Fuchsthallergasse einzubiegen",Lückenschluss
"Grundsätzlich wäre ein Schild - Abstand 1,5 m zu Radfahrenden bei Tempo über 30 sinnvoll. Obwohl es hier eine 30 Zone ist.",Markierung oder Schild
Der Radverkehr kann zur Querung der Ernst-Melchior-Gasse entlang der Lassallestraße eine deutlich längere Grünphase vertragen. Für mich unverständlich wie früh der Radverkehr (im gegensatz zur parallel führenden Fahrbahn) bereits rot bekommt.,Ampel
An dieser Stelle treten manchmal Leute recht plötzlich auf die Fahrbahn und sind durch die parkenden Fahrzeuge nur schlecht sichbar.,Gefahrenstelle
Durch Verschmälerung des Gehsteigs wäre ein eigener Radfahrstreifen zur sicheren Überquerung der Brücke sehr gut möglich.,Lückenschluss
"Der Fuß- und Radweg zwischen Sterkgasse und U4 Margaretengürtel hat eigentlich keine Benützungspflicht, jedoch steht man stadtauswärts vor einem ""Einfahrt verboten"" Schild. Bitte eine Ausnahme für Radfahrer hinzufügen.",Markierung oder Schild
"Die extrem schmale Mölkerbastei ist fast immer unpassierbar, da beidseitig parkende Autos und Lieferwagen die Straße blockieren. Schade, denn diese clevere Abkürzung würde die Fahrt durch die alptraum...",Hindernis
"Die Fahrbahn hat schon sehr viele Schlaglöcher. Mag vielleicht für Autos egal sein. Wenn man kein Mountainbike hat, ist die Straße ordentlich holprig!",Gefahrenstelle
Hier wäre Platz aber es gibt keine Möglichkeit um hier sicher nach Strebersdorf zu kommen. Bitte um einen Radweg. Wir haben 2022.,Lückenschluss
"Seit kurzem leicht übersehbares Loch in der Fahrbahn, Durchmesser ca 15cm und tief genug, für einen Sturz!",Hindernis
Die Fortsetzung des Liesingbachradweges führt über die Ampeanlage Liesinger Platz Richtung Brietenfurterstraße. Eine Haltelinie für Radfahrer vor der für Kraftfahrer würde die Situation für die Radfahrer entspannen. Die Gefahr von den Kraftfahrern übersehen zu werden ist erheblich.,Gefahrenstelle
"Wurde heute von einem nach rechts abbiegenden Auto angefahren. Gerade aus für Fahrrad, sowie rechts abbiegen für Autos war grün. (und Lenker am Handy!)",Gefahrenstelle
"Die Eckartsaugasse zwischen Stachegasse und Hetzendorfer Straße benutzen zu können, wäre sehr hilfreich, um die gefährliche Breitenfurter Straße vermeiden zu können.",Lückenschluss
Fahrradmarkierung in der RUMMELHARDTGASSE fast nicht mehr erkennbar,Markierung oder Schild
"In der Sechsschimmelgasse befindet sich vor der Kreuzung mit dem inneren Gürtel (Fahrtrichtung stadteinwärts) ein Linksabbiegegebot. Für den MIV ist das in Anbetracht der Einbahnregelung korrekt, allerdings verbietet es das Rechtsabbiegen auf den Gürtelradweg (Zweirichtungsradweg). Hier wäre eine Zusatztafel ""ausgenommen Fahrrad"" notwendig!",Markierung oder Schild
"Wenn man als Radfahrer hier geradeaus in die Landstraßer Hauptstraße fahren möchte, wird man oft von dem entgegenkommenden, linksabbiegenden Autos übersehen, da diese gleichzeitig grün haben.",Gefahrenstelle
"Die neu errichtete Unterführung hat keinen baulich getrennten Radweg, obwohl die Autos hier extrem schnell unterwegs sind. Die Überleitung auf den Radweg nach der Unterführung erfolgt über die Geradeaus-Spur, weshalb man hoffen muss nicht von einem Auto abgeschossen zu werden.",Gefahrenstelle
"Für die Einbahn der Umleitung in der Peter-Jordan-Straße besteht eine Ausnahme für Radfahrer, diese ist aber am Beginn der Umleitung nicht angekündigt.",Markierung oder Schild
Glassplitter am Boden,Hindernis
"Hier fehlt eine Verbindung auf der Prager-Straße zwischen der Mayerweckstraße und der in Langenzersdorf liegenden Nebenfahrbahn der Wiener Straße. Nebenbei wäre ein Gehsteig auch toll, Platz wäre ausreichend vorhanden.",Lückenschluss
Gefährliche Kreuzung: Hoher Kurvenradius ermutigt zu schnellem Abbiegen und dabei wird die Radaufstellfläche überfahren.,Gefahrenstelle
"Wenn man am Bus/Radstreifen die Neustiftgasse hochfährt steht man hier oft bei einer roten Ampel obwohl die von links kommenden Fahrzeuge auf ihre Eigene spur einbiegen und damit keine Gefahr für die Radfahrer darstellen. Hier wäre eine gute Position für ein ""gerade aus fahren bei rot für Radfahrer"" Schild.",Markierung oder Schild
"Hier fehlt ein Radweg bis zur Hasswellgasse (die wiederum die Verbindung zum Marchfeldkanal darstellt). Gerade die Kurve zwischen Anton-Böck-Gasse - Mühlweg - Hasswellgasse ist für Radfahrer extrem gefährlich. Die Fahrbahn ist eng, genauso der Gehsteig.",Lückenschluss
Das Häuschen (Wiener Netze?) wurde entfernt bzw. AFAIK verkleinert und versetzt,Hindernis
"Verlängerte Kinderspitalgasse, stadtauswärts, unter der U6 durch, stadtauswärtige Ample: Hier dürfen Radfahrer *nur rechts* abbiegen Warum?! Am Gürgelradweg darf man in beide Richtungen radeln. Bitte: wenigstens linksabbiegen erlauben.",Markierung oder Schild
"Der Radstreifen gegen die Einbahn zwischen Baumgasse und Kardinal-Nagl-Platz ist zu schmal und vor allem für Kinder viel zu gefährlich. Zudem ist es vor allem im Bereich der Kurve recht unübersichtlich und bei Gegenverkehr viel zu eng, man muss ja auch auf aufgehende Türen achten.",Gefahrenstelle
Grünpfeil zum rechts abbiegen aus der Hernalser in die Hormayrgasse wäre hilfreich und sinnvoll,Ampel
"Die erst kürzlich neu asphaltierte Straße hier ist zu einem Flickenteppich aus Schlaglöchern und Pfützen geworden. Irgendwie hat die Stadt Wien es geschafft, Asphalt unangenehmer zu machen als Kopfste...",Hindernis
"Es ist unverständlich, warum die Ampelregelung, wenn es schon auf Wunsch der Wiener Linien (?) eine geben muss, nicht wie an der Kreuzung mit der Capistrangasse ist.",Ampel
Nach jedem Regen ist die Unterführung überflutet.,Hindernis
Sperre der Durchfahrt bei Freie Mitte aufgrund von Abrissarbeiten der ÖBB bis voraussichtlich Anfang,Hindernis
"Radroute-Schilder mit der Beschriftung ""Donaukanalweg"" lotsen Radfahrer in eine falsche Richtung. Die angezeigte Route führt nicht zum Donaukanal sondern zu einer ungeeigneten Einmündung.",Markierung oder Schild
"Leider gibt es auf dem gesamten Maurer Hauptplatz, Speisinger Straße, Gesslgasse keinen adäquaten Radweg. Das Argument der 30er Zone ist obsolet, da die Straßensituation sehr gefährlich für Radfahrer ist dh. Tempolimit wird nicht eingehalten,",Lückenschluss
"In der Muthgasse fehlen zumindest Radfahrstreifen, die Straße ist breit genug und wichtiger Zubringer zum Donaukanal, derzeit aber eher Autorennstrecke insbes. von Mooslackengasse stadtauswärts.",Markierung oder Schild
Radstreifen wird von 4-spurigen Fahrzeugen (va. von Bussen & LKWs) oft geschnitten die damit Radfahrende massiv gefährden.,Gefahrenstelle
Die Abkürzung zwischen Drygalskiweg und AdoAD wird sehr oft von Radfahrern und Fußgänger genommen und ist teilweise sehr schlammig. Eventuell sollte man hier einen asphaltierten Weg bauen.,Lückenschluss
"Wenn RadfahrerInnen sich auf der Linksabbiegerspur des Radwegs einreihen, verdecken sie die Sicht auf die Radampel. Lösungsvorschlag: Radampel höher hängen.",Ampel
"Bei der Ausfahrt vom Mistplatz rollen Kfz immer wieder schwungvoll heraus bis über den Radstreifen (bis zur Linie, die den Radstreifen von der allgemeinen Fahrbahn abgrenzt). Der angebrachte Verkehrsspiegel bringt hier leider kaum was.",Gefahrenstelle
"Von der Seilergasse kommend hat man eigentlich Rechtsvorrang, allerdings wirkt dieser etwas unintuitiv, weil die Plankengasse gerade verläuft. Vielleicht ein ""Vorrang geben"" spendieren?",Gefahrenstelle
Ampel für Radfahrer defekt seit 2 Wochen,Ampel
"Wenn man von der Hollandstraße oder Obere Donaustraße von Norden kommt, ist die Ampelschaltung viel zu kurz. Ich fahre dort jeden Tag und jedes mal schaltet sie vor meiner Nase auf rot.",Ampel
"Die Ampel Ecke Schaurhofergasse-Operngasse ist schlecht programmiert. Die Grünphase für Autos kommend von der Schaurhofergasse ist sehr lange, obwohl meistens nur 0-5 Autos warten",Ampel
"Die Situation beim Abbiegen in die Bahnhofstraße wird irgendwie immer schlimmer. Ich kann mich noch an die Zeit erinnern, wo diese Kreuzung ampelfrei und wahrscheinich stressfreier zu befahren war als heute.",Ampel
"Die hier einbiegenden Linienbusse haben gegenüber dem Radweg Vorrang. Trotzdem sollten die Randsteine komplett abgesenkt werden und nicht mehreren cm hoch sein, was zum Ruinieren von Felgen und Speichen beiträgt und ein Unfallrisiko sein kann.",Hindernis
bei dieser querung am neuen radweg hütteldorfer strasse fahren regelmässig autos auf den radweg um dann beim fließverkehr hütteldorfer zu warten. damit blockieren sie die durchfahrt am radweg,Hindernis
Immer wieder blockieren Querparker den Radweg und beinträchtigen dadurch die Sicherheit,Hindernis
"Zwei breite, wenig genutzte Gehsteige, aber die Radstreifen sind auf der Fahrbahn auf der Verkehr mit >60km/h vorbeirauscht.",Gefahrenstelle
Diese Stelle wird schlimmer geworden stat verbessert. Jetzt da steht Fahrradverbot Verkehrszeichen und der Übergang über die Bahnbrücke ist seit Monate gespert..,Hindernis
Hier fehlt ein Radweg von Süßenbrunn zum Radweg Kagran ab Rennbahnweg. Der Umweg durch Wälder und Schotterpisten dauert doppelt so lang und ist bei Regen oder Nachts nicht befahrbar.,Lückenschluss
Fußgänger und Radfahrer haben bereits rot während die Kfz-Linksabbieger noch eine Grünphase haben. Das Verkehrsaufkommen rechtfertigt diese Bevorzugung des Autoverkehrs nicht.,Ampel
"Hier fehlt ein Radweg. Sehr unsicher weil der ""Mehrzweckstreifen"" nicht sicher befahrbar ist.",Lückenschluss
"Tgl. Parker auf dem Radweg, trotz mehrfacher Meldung bei d. Parkraumüberwachung wird dort nicht selbstständig kontrolliert, zwei Radlerinnen kommen nicht aneinander vorbei.",Hindernis
Die Gleise an dieser Stelle werden offensichtlich längst nicht mehr verwendet und sollten daher entfernt werden.,Hindernis
Breite Spalten zwischen den Betonplatten im Gleiskörper sind groß genug dass ein Fahrradreifen hineinpasst. An dieser ungeregelten Kreuzung besteht dadurch erhöhte Sturzgefahr vor dem Querverkehr.,Hindernis
"Bitte keine Bedarfsampeln. Eigentlich allgemein nicht, zumindest aber nicht mit aktiv zu betätigendem Druckknopf. Diese Kreuzungen sind mühsam.",Ampel
"Hier ragt ein Stopschild über den Radweg, genau in Kopfhöhe. Bin neugierig wie lange es dauert bis es aufgerichtet wird. (Rautenweg stadtauswärts kurz vor dem Tierquartier)",Gefahrenstelle
KFZ fahren hier zu schnell und achten nicht auf Rechtskommende. Ca. 50% der Fahrzeuge fahren ohne zu schauen und ohne Geschwindigkeitsreduktion durch.,Gefahrenstelle
"Hier ist jetzt nach dem Radweg-Stück durch die Unterführung ein mit Beton-Elementen abgetrennter Streifen. Wahrscheinlich ein Dauer-Provisorium anlässlich der U-Bahn-Baustelle. Bitte klarstellen, ob das ein Gehsteig oder ein Geh- und Radweg sein soll.",Markierung oder Schild
"In der Wilhelm-Exner-Gasse wurde ein Rechtsabbiege-Gebotsschild aufgestellt das eine wichtige Radverbindung illegalisiert. Eine Zusatztafel ""ausgenommen Radverkehr"" wäre notwendig.",Markierung oder Schild
"Ampelschaltung seit dieser Woche katastrophal. Egal ob stadtaus- oder einwärts. Es geht sich immer so aus, dass man bei jeder Ampel in der Operngasse rot hat.",Ampel
Von der Geblergasse kommend zum Gürtel gibt es keine Lösung um halbwegs sicher oder legal auf den Gürtelradweg zu kommen.,Lückenschluss
"Der Radweg ist hier entlang der Schlemmerstraße relativ schmal (anfangs (richtung Stadtauswärts), im Verlauf wird es dann plötzlich besser). Zwei begegnende Radfahrer in vollem Tempo sind oder nur kaum sicher möglich.",Gefahrenstelle
"Bei der Einfahrt zum dortigen Geh- und Radweg ist nur eine kleine, versetzte Rampe, ansonsten nur ein hoher Randstein. Dieser sollte auf Straßenniveau abgeflacht werden.",Hindernis
"Hier ist der hohe Bordstein zwischen Mischweg (Fußgänger + Fahrrad) und Straße nicht abgesenkt, was sowohl für Fahrradfahrer als auch Kinderwägen, Rollstuhlfahrer etc. problematisch ist,",Hindernis
Die Verbindung Ullmanngasse - Meidlinger Hauptstraße ist nicht nicht praktikabel. Die Alternativen sind: legal mit 4 Ampeln und 4 x Warten oder illegal mit 3 Ampeln (davon eine Fußgängerampel - rot) und 1 Mal warten für die Querung der linken Wienzeile.,Lückenschluss
Bahnübergang S-Bahnstation Lobau,Hindernis
"Zwischen Keinergasse und Steingasse verläuft ein stark benutzter Radweg. Es wäre der Sicherheit dienlich, wenn dies auch für den Verkehr auf der Landstraßer Hauptstraße ersichtlich wäre. Vor allem durch entsprechende Bodenmarkierung, die den Wechsel abzweigender Radfahrer markiert.",Gefahrenstelle
Bitte synchronisieren mit Kreuzung Marxergasse/Invalidenstr.,Ampel
"Bei der Einmündung des Radweges ""Am Kanal"" in die Straße ""Am Kanal"" ist die Sicht nach links durch parkende Fahrzeuge verstellt. Lösung: letzter Parkplatz entfernen und baulich gegen Falschparken absichern",Gefahrenstelle
"Radwegmarkierung falsch. Keine Nutzungspflicht (Taferl), Bodenmarkierung rund statt eckig.",Markierung oder Schild
Das Stück fehlt noch als optimaler Radweg vom 8. in Richtung Yppenplatz,Lückenschluss
Hier würde sich eine Begegnungszone bei zahlreichen Geschäften und Schulen sehr anbieten!,Lückenschluss
"Hier Stehen seit Monaten Absperrgitter herum. Diese sind eine Gefahr, sollte man mal einem entgegenkommenden ausweichen müssen.",Hindernis
"Das Schild ""Keine Zufahrt zum Kahlenberg"" ist irreführend, da das Fahrverbot nicht für Radfahrer gilt. Eine korrekte Beschilderung würde vor allem Freizeitradlern helfen.",Markierung oder Schild
"Sehr gefährliche Überfahrt, vor allem vom Schubertring kommend. Abbiegende Autos sind mit hoher Geschwindigkeit unterwegs.",Gefahrenstelle
"Werte Damen und Herren, Albertgasse Ecke Josefstädterstraße befindet sich derzeit eine Baustelle der Wiener Linien. Die Durchfahrt für Kfz ist gesperrt, für Radfahrer leider auch. Obwohl der Radweg fein säuberlich freigehalten wurde, steht hier , wie zufleiß hingestellt, ein Fahrverbot für Radfahrer.",Markierung oder Schild
Ein Ausbau dieses Feldweges zwischen Marchfeldkanal/Brünner Straße und Draugasse zu einem Radweg (am besten mit Beleuchtung und asphaltiert) würde eine hochwertige Radverbindung zwischen Leopoldau (U-Bahn) und Stammersdorf herstellen.,Lückenschluss
Ein Radweg entlang der vorhandenen Bahnbrücke als niveaufreie Wiental-Querung wäre eine enorme Verbesserung. Die St.-Veit-Gasse ist zur Stoßzeit ein Horror,Lückenschluss
"Links- oder Geradeaus-Fahrgebot Richtung Gürtel. Hier fehlt die Zusatztafel ""Ausgenommen Radfahrer"". Kirchstetterngasse ist ja für Radfahrer jetzt offen gegen die Einbahn.",Markierung oder Schild
Skyway mit Franz-Ippisch-Steg und Döblinger Steg verbinden über alte Bahn-Bögen.,Lückenschluss
Übergang Radweg / Fahrbahn Agavenweg: Seit dem Umbau /Anschluss des Radwegs Mayredergasse ist die Schwelle zur Fahrbahn zu hoch (ca 5cm). Bei normaler Geschwindigkeit wird das Rad beschädigt,Gefahrenstelle
Fehlender Wegweiser zur Pfeilgasse am Gürtelradweg.,Markierung oder Schild
Es fehlt eine Verbindung von der Schönbrunner Straße über die Ruckergasse Richtung Meidlinger Hauptstraße.,Lückenschluss
"Am Radweg wurde ein Metallpfosten entfernt, die verbleibende Halterung ist scharfkantiges Metall und steht ca. 7 cm aus dem Asphalt hervor. Wer den übersieht hat zumindest einen Patschen, schlimmer noch einen Unfall",Gefahrenstelle
"Der kombinierte Fuß- und Radweg ist in einem schlechten Zustand. Ohnehin eher schmal für Fußgänger und Radfahrer zusammen ist der Asphalt sehr uneben, zahlreiche Löcher und Wellen der Bäume zieren fast die gesamte Länge des Radweges an der Hermesstraße.",Hindernis
Von der Kaiserallee kommend blocken zu eng gestellte Betonklötze die Auffahrt auf die Südportalstraße.,Hindernis
"Paradebeispiel für zwei absolut unsynchronisierte Ampeln. Die Ampel von der Dominikanerbastei ist rot, dafür die Fahrrad/Fußgänger Ampel auf anderen Seite grün und vice versa.",Ampel
"Hier dürfen Fahrräder stadtauswärts in die Ketzergasse einbiegen (für Autofahrer nicht erlaubt, da Einbahnstraße) Es ist kaum möglich, sich hier gut und sicher zum geradeausfahren einzuordnen.",Gefahrenstelle
"In der Nedergasse ist ein RgE markiert, aber es gibt kein entsprechendes Schild/einen Zusatz am Einbahnschild.",Markierung oder Schild
Kurve wird von Autofahrern geschnitten. Im Kreisel werden gerne Fiaker überholt. Insbesondere Taxifahrer geben hier gar nichts auf entgegenkommende Radfahrer.,Gefahrenstelle
Aus unverständlichen Gründen ist die Ampelschaltung für Radfahrer und Fußgänger deutlich kürzer grün als die parallel vorhandene Ampel ür die EInbieger zum Ring.,Ampel
"Ich verstehe nicht, warum nach Umbau der Argentinierstraße jetzt die Ampel deutlich verkürzt geschaltet wurde. Ich habe nicht mitgestoppt, aber auf der Argentinierstraße ist nur für wenige Sekunden grün (ca 15-20) während auf der Weyringerstraße mindest doppelt bis dreifach so lange grün ist.",Ampel
"Nach einem Beinaheunfall und mehreren engen Situationen wäre es sinnvoll, dem Radverkehr die Möglichkeit zu bieten, sich bereits an der Ampel vor dem PKW Verkehr zu platzieren, damit dieser im Kreuzungsbereich nicht überholen kann.",Markierung oder Schild
Fahrradwegmarkierung fehlt.,Markierung oder Schild
Viel zu lange Autos parken auf den Schrägparkplätzen zum Teil auch mit den Rädern am schlechter beleuchteten Radweg Jetzt gerade waren es 4 oder 5 Autos und das passiert ständig.,Gefahrenstelle
"sinnlose Rad-Ampel für Radler am äußeren Burgring-Radweg: die Einbahn ist gut überschaubar, Straßenbahn & Bus mit der Ampel nicht mitgeregelt und daher auch bei grün zu beachten",Ampel
Die Ampelschaltung von der Innenstadt kommend ist aus dem Takt mit jener Ampel an der Kreuzung Währinger Straße / Ring. Das war bis vor der Baustelle nicht der Fall. Bitte dies zu korrigieren.,Ampel
"Auch nach dem Umbau dieser Querung bleibt eine Ampel, die erst über eine Schaltfläche aktiviert werden muss. Hier sollte es wenigstens eine automatische Erkennung und idealerweise eine ""intelligente"" Steuerung mit sofortiger Grünschaltung geben,",Ampel
"Radweg endet, weil Fahrbahn insgesamt schmaler wird. Autofahrer sehen das nicht, dass hier eine Linie aufhört, fahren einfach auf ""ihrem"" Platz gerade weiter. Dabei könnten sie auf die Gleise ausweichen (Hier keine Sperrlinie deshalb).",Gefahrenstelle
Wurzeln heben den Belag an und beschädigen ihn. Nachts ist das durch den Schatten der Bäume mit einer Standard-Radbeleuchtung nicht auszumachen. Es besteht teilweise Sturzgefahr.,Gefahrenstelle
"An dieser Stelle vom Radweg Simmeringer Hauptstraße zum Zentralfriedhof / 2. Tor gibt es nur Fußgängerampeln, jedoch für Radfahrer keine Blockmarkierungen / Radfahrerampel.",Ampel
"Große Kollisionsgefahr am Radstreifen zwischen Radfahrern, Theaterbesuchern und aussteigenden Straßenbahnpassagieren. Zusätzlich verschärft durch Fiaker und Taxis. Unfallgefahr sehr hoch.",Gefahrenstelle
"Auf der Donaustadtstraße fehlt ein Radweg obwohl sie eine wichtige Verbindung zu Kagran, Donauzentrum und der U2 darstellt. Autos fahren oft deutlich schneller als 50 km/h was das Radfahren sehr gefährlich macht.",Lückenschluss
Beim Praterstern von der Praterstraße zur Lassallestraße fahrend muss man mindestens 3x stehen bleiben.,Ampel
Grünpfeil für Fahrradfahrer um nicht an der Ampel warten zu müssen.,Ampel
"Soll man hier tatsächlich einen Ampelumlauf warten, um sich zum Queren des Gürtels aufzustellen, und dann noch einen bis zum tatsächlichen Queren?",Ampel
Zum Leopoldine -Glöckel-Weg,Lückenschluss
Eine Unterführung unter den Bahngleisen um den Hofstättenweg direkt zu dem Kreisverkehr an der Seyringer Straße zu führen wäre toll.,Lückenschluss
Am Stück zwischen Bushaltestelle Dahliengasse und Draugasse ist in eine Richtung kein Radweg. Der Radweg hört ab der Bushaltestelle einfach auf.,Lückenschluss
"Die UPS-Fahrer parken gerne direkt vor der Haustür halb am Gehsteig (beschädigt diesen, da der Gehsteig nicht für solche Belastungen dimensioniert ist) und halb am sehr schmalen Radstreifen.",Hindernis
Schon den dritten Tag hintereinander blockiert hier ein anderes Fahrzeug die Einmündung des Weges in die Draschestraße,Hindernis
"Die Autofahrer von der Renngasse kommend und nach links in Richtung Am Hof einbiegend übersehen leicht, dass Radfahrer auf dem Radstreifen von links kommen, der gegen die Einbahn verläuft. Eine bessere Beschilderung,",Gefahrenstelle
"Bitte Ampel entfernen. Kostet viel, bringt wenig und verschlechtert die Situation. Schutzweg ist ausreichend.",Ampel
Hier liegt seit geraumer Zeit ein demontiertes Verkehrs-Schild mitsamt Stange am Radweg herum. Ist nur eine frage der zeit bis sich jemand daran verletzt.,Hindernis
"Ist mir unverständlich, warum hier Radfahren verboten ist. Das wäre eine sehr gute Zu- und Abfahrt ins/vom AKH und verbunden mit dem Gürtelradweg.",Lückenschluss
"An der Ampel Spitalgasse Ecke Lazarettgasse fehlt ein Schild ""Rechtsabbiegen bei Rot für Radfahrende erlaubt"". Man biegt hier in eine Radspur ein.",Markierung oder Schild
Die Öffnung dieses asphaltierten Weges für Radler wäre ein guter Lückenschluss zwischen Haymogasse und Endresstraße. Auf FußgängerInnen muss natürlich Rücksicht genommen werden.,Lückenschluss
"Fahrzeuge, die von der Herrengasse in die Bankgasse abbiegen, rechnen nicht mit Radfahrer aus der Bankgasse. Verkehrsspiegel anbringen würde den Radfahrern helfen, die unübersichtliche Kreuzung besser einzusehen.",Gefahrenstelle
"Schild ""Rechtsabbiegen bei Rot für Radfahrende erlaubt"" fehlt. Man biegt hier in eine Radspur ein.",Markierung oder Schild
"Es wäre hilfreich, wenn Radfaher von er Alfred-Adler Straße auf der Radspur kommend bei der Ampel auch links abbiegen könnten ansatt nur gerade aus zu dürfen.",Ampel
"Die Fahrradampel an der Kreuzung ist erst wenige Meter vor der Kreuzung sichtbar, da sie von einer Straßenlaterne verdeckt wird. Das wird zur Gefahr wenn die Straßenampel noch grün ist aber die Radampel nicht mehr.",Ampel
